soil_moisture,ph,nutrients_level,luminosity,temperature,air_humidity,productivity_index,productivity_classification,recommendation,irrigation_volume,fertilization_need
91.94,6.98,65.69,29.75,14.75,70.2,60.73,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.43,6.66,37.54,11.5,20.14,91.44,68.89,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
84.43,5.92,74.66,32.05,18.9,79.32,71.63,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
71.25,6.04,65.58,8.93,22.32,78.7,70.97,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.56,6.86,90.0,12.14,21.35,81.31,76.27,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
58.1,5.94,79.34,27.96,18.44,81.82,73.98,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
51.19,6.38,88.31,11.25,21.71,84.85,73.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
87.57,6.86,26.71,13.55,15.45,79.08,56.33,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
58.03,6.38,79.9,5,27.01,83.28,67.49,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
79.95,4.77,68.85,43.68,22.21,69.12,67.48,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
57.75,6.2,56.87,44.6,22.09,86.3,78.94,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.3,6.5,100,48.88,23.9,75.96,92.17,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
48.5,7.19,56.67,52.86,24.98,66.06,70.88,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
68.22,6.57,80.31,59.88,29.82,61.84,88.47,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
36.93,6.96,88.51,78.69,30.23,46.21,88.29,Alta,Irrigação recomendada.,5.0,Baixa
46.32,5.91,43.03,78.28,28.58,60.71,80.56,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
47.99,6.72,77.26,91.94,34.63,44.98,83.51,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
50.05,5.87,65.34,97.84,33.13,37.13,72.04,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
52.88,6.96,67.29,100,29.77,45.67,74.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
63.97,5.69,70.43,87.64,24.3,33.89,91.7,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
16.93,5.65,42.28,77.78,31.27,38.34,66.93,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
61.57,6.03,85.04,84.65,25.7,47.91,97.73,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
32.79,5.53,75.34,73.7,32.83,44.67,85.85,Alta,Irrigação recomendada.,5.0,Média
38.66,6.15,61.22,80.17,31.8,37.19,74.92,Alta,Irrigação recomendada.,5.0,Média
77.08,5.73,61.46,74.95,28.31,58.61,91.45,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
56.6,5.07,100,76.49,26.46,47.73,87.0,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
73.4,6.24,60.17,58.96,27.04,47.84,94.43,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
50.38,6.03,64.02,67.38,25.38,64.49,85.5,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
77.52,7.07,68.3,59.93,30.69,48.55,83.5,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
65.98,5.99,38.74,15.7,26.45,62.37,65.73,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
91.15,6.67,75.77,34.97,17.83,83.39,60.86,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
69.91,6.15,100,7.53,17.7,82.55,81.43,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
54.87,6.73,62.87,8.28,15.16,68.09,62.73,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
66.34,6.27,44.27,27.08,20.76,84.97,67.7,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
66.43,5.94,44.52,10.32,16.48,75.45,65.87,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
74.25,6.59,61.28,24.03,17.42,88.55,77.6,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
67.12,6.79,26.49,28.19,12.83,90.55,66.79,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
74.86,6.32,45.45,5,18.53,83.45,69.62,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
60.27,5.25,87.54,5,17.92,75.79,71.25,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
64.58,5.62,69.56,20.86,18.54,74.32,79.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
78.56,7.78,42.3,17.03,20.28,86.67,47.49,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
59.21,6.93,81.13,5.4,18.37,69.24,73.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
58.69,6.96,83.45,30.24,22.24,77.77,71.07,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
86.6,7.65,73.94,5,15.87,75.12,51.84,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
70.67,6.58,92.28,43.3,20.44,86.47,93.64,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
47.42,6.65,70.27,21.02,17.74,84.08,73.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
67.91,6.58,53.07,6.12,20.5,83.46,64.63,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
98,6.58,83.37,25.45,12,86.76,68.66,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
55.0,6.66,38.93,32.53,26.29,75.03,64.72,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
76.57,6.82,69.1,20.8,23.15,90.54,79.26,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.9,6.24,72.78,29.11,22.24,76.25,82.33,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
60.83,6.76,65.02,16.99,16.05,74.71,69.76,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
96.43,7.71,74.21,29.27,19.51,87.6,48.15,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
46.87,6.95,72.05,33.36,23.09,79.13,74.54,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
81.71,6.18,53.93,26.51,16.77,77.92,66.54,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.3,5.18,72.13,24.77,17.37,95,68.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
44.56,6.72,76.62,68.69,19.32,76.72,81.11,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
81.25,6.57,67.09,25.11,25.12,85.75,72.77,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
78.03,7.3,65.74,45.09,16.26,52.18,75.69,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
79.93,5.83,53.7,51.4,21.88,58.97,85.07,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
50.83,7.56,78.64,65.08,24.48,61.64,74.6,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
55.2,6.57,70.21,52.62,28.98,54.73,83.38,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.97,7.16,73.91,46.65,26.54,56.79,80.29,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
40.63,5.84,50.21,80.83,25.66,47.05,73.63,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
41.48,6.24,31.8,95.65,34.49,35.43,60.3,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
49.72,7.24,72.71,79.85,34.38,35.1,80.78,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
54.11,7.19,59.36,81.56,31.87,31.41,76.19,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
28.24,4.84,73.33,82.0,28.81,35.88,55.84,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
38.88,5.83,83.67,88.9,24.38,41.07,74.36,Alta,Irrigação recomendada.,5.0,Baixa
32.21,6.29,63.8,91.2,32.69,45.28,71.47,Alta,Irrigação recomendada.,5.0,Média
35.32,6.84,60.81,77.75,34.34,47.42,74.85,Alta,Irrigação recomendada.,5.0,Média
46.03,6.07,83.37,71.01,27.69,48.12,91.8,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
26.59,5.63,65.1,76.85,23.91,52.56,75.11,Alta,Irrigação recomendada.,5.0,Média
62.45,5.08,53.6,39.72,24.0,46.58,77.68,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
55.2,5.62,55.16,73.2,25.58,64.54,80.97,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
37.58,6.8,49.2,42.06,27.47,69.08,67.12,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
57.93,7.52,97.07,50.43,27.6,65.74,80.65,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
71.69,5.79,69.91,47.12,24.25,84.24,87.25,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.54,6.68,73.63,12.42,18.98,90.2,69.57,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
62.19,7.46,71.27,10.67,16.51,82.43,67.45,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
69.73,5.46,88.5,8.05,20.89,95,68.44,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
75.99,5.66,52.36,5,15.39,72.55,67.16,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.25,7.06,53.83,25.11,21.85,91.86,71.48,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
75.9,5.95,57.0,27.44,19.85,69.29,73.45,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.58,7.7,45.52,12.73,20.58,85.42,52.1,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
70.41,6.68,78.52,5,20.8,86.59,75.84,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
84.6,6.1,100,5,21.81,95,73.12,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
47.07,5.71,77.44,34.07,21.18,93.54,73.76,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
67.29,6.58,63.93,15.64,23.81,77.51,65.2,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.36,6.28,100,5,18.17,95,80.1,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
53.59,5.92,67.87,26.11,20.0,75.3,70.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
98,5.77,73.12,14.07,19.83,91.6,53.32,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.08,7.02,49.02,12.57,13.5,95,53.89,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
83.46,6.37,64.65,40.5,13.83,73.73,80.75,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.08,5.88,71.22,16.61,21.56,72.11,63.51,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
67.75,6.45,59.51,10.24,18.1,89.34,73.19,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
47.61,7.59,67.73,5,13.63,93.31,51.77,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
96.44,7.22,55.18,23.88,16.9,86.14,53.14,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
85.76,5.26,86.91,5.93,18.3,83.17,60.7,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
39.58,6.9,37.64,5,22.19,78.67,49.72,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
81.11,5.17,63.94,6.48,16.41,90.71,56.16,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
46.04,6.8,81.74,36.28,20.47,72.32,81.43,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
33.42,6.1,82.82,12.49,20.63,84.32,58.25,Moderada,Irrigação recomendada.,5.0,Baixa
59.28,5.09,71.98,30.45,15.01,83.86,65.24,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
61.81,7.04,83.28,47.4,23.49,63.81,86.72,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
92.58,7.26,55.93,61.56,20.36,74.24,60.17,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
54.79,5.87,52.51,28.11,26.46,65.07,69.67,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
73.34,7.18,87.27,54.67,27.38,47.9,84.16,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
70.02,7.1,81.07,73.3,22.94,59.87,92.4,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
49.82,6.93,48.87,71.48,26.32,48.08,83.01,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
39.68,6.53,64.5,75.24,28.64,41.21,79.26,Alta,Irrigação recomendada.,5.0,Média
62.03,6.2,68.67,61.28,26.42,37.33,93.65,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
36.21,5.15,66.79,92.55,30.23,31.78,61.03,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
48.73,8.43,34.79,91.06,33.15,38.52,56.01,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
53.08,6.46,56.84,77.73,28.55,32.67,81.51,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
39.55,5.79,61.23,80.88,34.89,50.04,70.79,Alta,Irrigação recomendada.,5.0,Média
33.11,7.14,73.64,88.75,34.11,37.41,65.63,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
25.95,6.28,26.9,93.65,32.98,51.94,53.17,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
41.75,6.95,80.24,100,27.82,34.37,68.7,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
66.19,5.56,41.09,100,30.94,54.73,75.36,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
45.52,7.47,13.81,77.77,30.22,50.82,67.88,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
62.97,5.43,69.95,72.6,28.49,44.5,87.83,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
58.46,5.95,78.54,42.75,28.53,58.92,84.73,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
38.54,7.2,64.1,51.4,32.67,51.91,67.43,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
43.81,4.9,94.86,41.43,29.2,72.28,64.33,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
42.03,6.53,59.11,33.05,19.72,54.55,66.39,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
79.64,6.02,100,40.16,18.93,69.1,93.99,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
91.07,6.11,23.0,5,12.47,76.12,41.69,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
63.56,6.53,100,16.52,23.38,85.46,82.65,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
98,6.52,62.18,11.1,21.19,91.06,53.94,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
66.44,5.21,83.19,14.27,19.48,75.56,70.29,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
84.3,7.05,87.57,5,21.39,77.52,63.37,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
57.36,6.44,41.21,7.48,12.35,83.08,61.01,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
73.81,6.96,72.14,26.19,14.91,74.28,77.55,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
48.66,6.33,53.26,21.94,18.28,77.72,68.0,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
66.75,7.43,95.97,5,21.68,77.51,73.15,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
72.94,6.41,82.77,7.75,18.72,84.4,77.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
58.97,6.29,75.43,34.63,21.63,76.44,72.63,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.75,6.98,99.9,19.87,17.94,77.72,82.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
67.52,5.88,58.09,15.29,23.07,70.56,74.47,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.31,5.28,73.91,14.96,19.79,86.73,65.12,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
74.06,5.16,71.96,18.73,18.93,85.65,69.9,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
43.88,4.93,50.73,5,16.04,76.48,41.81,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
76.26,6.66,68.76,15.59,16.02,80.66,78.79,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
54.09,5.43,44.78,23.17,20.39,77.75,60.07,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
82.08,6.14,68.62,21.94,16.98,79.19,71.63,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
38.7,6.56,57.62,25.96,16.58,62.29,61.05,Moderada,Irrigação recomendada.,5.0,Média
71.52,5.49,47.21,5,16.44,82.95,64.12,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
55.31,6.09,47.29,17.0,18.65,71.27,60.8,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
47.37,5.12,70.16,6.13,16.62,75.61,56.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
79.4,5.81,47.26,17.78,18.53,84.65,67.3,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
65.0,6.18,79.43,30.27,17.9,81.47,80.1,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
57.53,7.16,82.45,36.39,22.15,93.72,72.56,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
25.54,6.86,44.67,44.91,24.58,66.26,59.49,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
46.44,5.88,67.87,25.49,26.26,51.24,68.26,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
48.32,4.24,96.89,60.51,27.55,58.1,72.41,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
59.46,5.82,86.34,70.38,28.11,56.88,94.27,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
56.35,6.02,61.85,71.91,28.4,60.12,84.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
74.12,6.74,66.87,84.68,28.5,55.0,93.14,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
28.4,7.02,59.41,75.32,27.54,39.56,57.73,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
24.89,5.46,99.72,90.8,33.1,45.63,63.42,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
19.29,6.67,62.42,93.08,32.92,30.35,62.4,Moderada,Irrigação urgente recomendada.,8.0,Média
59.43,6.93,63.03,100,27.69,39.88,74.43,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
50.84,6.34,100,97.49,30.2,28.18,80.89,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
39.8,5.59,62.75,100,35.54,44.3,64.45,Moderada,Irrigação recomendada.,5.0,Média
68.11,5.64,77.56,87.89,29.17,43.4,82.16,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
47.31,6.38,100,90.69,32.77,35.91,86.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
76.16,6.44,73.5,85.36,30.66,36.65,86.09,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.04,6.68,61.97,57.93,25.75,35.28,86.91,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.77,5.7,62.93,59.53,28.57,42.43,84.23,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
22.89,6.01,61.99,36.35,30.11,56.75,61.66,Moderada,Irrigação urgente recomendada.,8.0,Média
33.47,5.79,32.39,59.19,29.85,63.77,69.85,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
70.79,6.46,63.4,34.81,25.24,72.34,73.05,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.79,5.44,61.02,64.29,29.69,70.38,76.57,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
53.07,5.99,72.38,22.06,26.45,79.01,69.12,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
73.7,5.81,55.94,25.79,18.87,89.19,78.7,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.82,5.48,100,25.14,20.91,86.75,78.27,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
57.58,5.31,62.97,35.46,18.71,90.86,69.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
53.46,5.25,54.53,27.93,20.1,69.63,60.9,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
